,trialid,sentnum,ianum,ia,lang,uniform_id,skip,firstfix_dur,firstrun_dur,dur,firstrun_nfix,nfix,refix,reread
252,2.0,3.0,71.0,culture,en,en_83,0.0,168.0,168.0,326.0,1.0,2.0,0.0,1.0
253,2.0,3.0,72.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2.0,3.0,73.0,customs,en,en_83,0.0,179.0,299.0,571.0,2.0,4.0,1.0,1.0
255,2.0,3.0,74.0,by,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2.0,3.0,75.0,visiting,en,en_83,0.0,174.0,174.0,174.0,1.0,1.0,0.0,0.0
257,2.0,3.0,76.0,surfers,en,en_83,0.0,119.0,119.0,472.0,1.0,2.0,0.0,1.0
258,2.0,3.0,77.0,in,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2.0,3.0,78.0,the,en,en_83,0.0,157.0,157.0,157.0,1.0,1.0,0.0,0.0
260,2.0,3.0,79.0,"1960s,",en,en_83,0.0,205.0,205.0,205.0,1.0,1.0,0.0,0.0
261,2.0,3.0,80.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2.0,3.0,81.0,its,en,en_83,0.0,141.0,141.0,141.0,1.0,1.0,0.0,0.0
263,2.0,3.0,82.0,use,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2.0,3.0,83.0,has,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2.0,3.0,84.0,spread,en,en_83,0.0,161.0,161.0,334.0,1.0,2.0,0.0,1.0
266,2.0,3.0,85.0,around,en,en_83,0.0,286.0,286.0,286.0,1.0,1.0,0.0,0.0
267,2.0,3.0,86.0,the,en,en_83,0.0,136.0,136.0,136.0,1.0,1.0,0.0,0.0
268,2.0,3.0,87.0,world.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2.0,4.0,88.0,It,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2.0,4.0,89.0,is,en,en_83,0.0,227.0,227.0,227.0,1.0,1.0,0.0,0.0
271,2.0,4.0,90.0,primarily,en,en_83,0.0,126.0,126.0,126.0,1.0,1.0,0.0,0.0
272,2.0,4.0,91.0,used,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2.0,4.0,92.0,as,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2.0,4.0,93.0,a,en,en_83,0.0,169.0,169.0,169.0,1.0,1.0,0.0,0.0
275,2.0,4.0,94.0,greeting,en,en_83,0.0,79.0,79.0,79.0,1.0,1.0,0.0,0.0
276,2.0,4.0,95.0,gesture,en,en_83,0.0,148.0,148.0,148.0,1.0,1.0,0.0,0.0
277,2.0,4.0,96.0,or,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2.0,4.0,97.0,to,en,en_83,0.0,119.0,119.0,119.0,1.0,1.0,0.0,0.0
279,2.0,4.0,98.0,express,en,en_83,0.0,208.0,208.0,447.0,1.0,2.0,0.0,1.0
280,2.0,4.0,99.0,"thanks,",en,en_83,0.0,146.0,146.0,146.0,1.0,1.0,0.0,0.0
281,2.0,4.0,100.0,"acknowledgement,",en,en_83,0.0,257.0,257.0,257.0,1.0,1.0,0.0,0.0
282,2.0,4.0,101.0,or,en,en_83,0.0,139.0,139.0,139.0,1.0,1.0,0.0,0.0
283,2.0,4.0,102.0,even,en,en_83,0.0,136.0,136.0,136.0,1.0,1.0,0.0,0.0
284,2.0,4.0,103.0,praise,en,en_83,0.0,316.0,316.0,316.0,1.0,1.0,0.0,0.0
285,2.0,4.0,104.0,from,en,en_83,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
286,2.0,4.0,105.0,one,en,en_83,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
287,2.0,4.0,106.0,individual,en,en_83,0.0,152.0,152.0,152.0,1.0,1.0,0.0,0.0
288,2.0,4.0,107.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2.0,4.0,108.0,another.,en,en_83,0.0,181.0,181.0,181.0,1.0,1.0,0.0,0.0
290,2.0,5.0,109.0,Residents,en,en_83,0.0,193.0,193.0,193.0,1.0,1.0,0.0,0.0
291,2.0,5.0,110.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2.0,5.0,111.0,Hawaii,en,en_83,0.0,173.0,173.0,173.0,1.0,1.0,0.0,0.0
293,2.0,5.0,112.0,use,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2.0,5.0,113.0,the,en,en_83,0.0,103.0,231.0,416.0,2.0,3.0,1.0,1.0
295,2.0,5.0,114.0,shaka,en,en_83,0.0,183.0,183.0,183.0,1.0,1.0,0.0,0.0
296,2.0,5.0,115.0,to,en,en_83,0.0,105.0,105.0,105.0,1.0,1.0,0.0,0.0
297,2.0,5.0,116.0,convey,en,en_83,0.0,225.0,225.0,225.0,1.0,1.0,0.0,0.0
298,2.0,5.0,117.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2.0,5.0,118.0,"""Aloha",en,en_83,0.0,178.0,178.0,178.0,1.0,1.0,0.0,0.0
300,2.0,5.0,119.0,"Spirit"":",en,en_83,0.0,247.0,247.0,247.0,1.0,1.0,0.0,0.0
301,2.0,5.0,120.0,a,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2.0,5.0,121.0,concept,en,en_83,0.0,169.0,169.0,169.0,1.0,1.0,0.0,0.0
303,2.0,5.0,122.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2.0,5.0,123.0,"friendship,",en,en_83,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
305,2.0,5.0,124.0,"understanding,",en,en_83,0.0,241.0,241.0,241.0,1.0,1.0,0.0,0.0
306,2.0,5.0,125.0,"compassion,",en,en_83,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
307,2.0,5.0,126.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2.0,5.0,127.0,solidarity,en,en_83,0.0,244.0,244.0,244.0,1.0,1.0,0.0,0.0
309,2.0,5.0,128.0,among,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,2.0,5.0,129.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2.0,5.0,130.0,various,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2.0,5.0,131.0,ethnic,en,en_83,0.0,82.0,226.0,226.0,2.0,2.0,1.0,0.0
313,2.0,5.0,132.0,cultures,en,en_83,0.0,213.0,213.0,213.0,1.0,1.0,0.0,0.0
314,2.0,5.0,133.0,that,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2.0,5.0,134.0,reside,en,en_83,0.0,166.0,166.0,166.0,1.0,1.0,0.0,0.0
316,2.0,5.0,135.0,in,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,2.0,5.0,136.0,Hawaii.,en,en_83,0.0,212.0,212.0,212.0,1.0,1.0,0.0,0.0
318,2.0,6.0,137.0,While,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2.0,6.0,138.0,the,en,en_83,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
320,2.0,6.0,139.0,exact,en,en_83,0.0,147.0,147.0,147.0,1.0,1.0,0.0,0.0
321,2.0,6.0,140.0,origin,en,en_83,0.0,256.0,256.0,256.0,1.0,1.0,0.0,0.0
322,2.0,6.0,141.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2.0,6.0,142.0,the,en,en_83,0.0,152.0,152.0,152.0,1.0,1.0,0.0,0.0
324,2.0,6.0,143.0,sign,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,2.0,6.0,144.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2.0,6.0,145.0,"unclear,",en,en_83,0.0,335.0,335.0,335.0,1.0,1.0,0.0,0.0
327,2.0,6.0,146.0,some,en,en_83,0.0,150.0,150.0,150.0,1.0,1.0,0.0,0.0
328,2.0,6.0,147.0,have,en,en_83,0.0,109.0,109.0,109.0,1.0,1.0,0.0,0.0
329,2.0,6.0,148.0,suggested,en,en_83,0.0,219.0,219.0,219.0,1.0,1.0,0.0,0.0
330,2.0,6.0,149.0,its,en,en_83,0.0,260.0,260.0,260.0,1.0,1.0,0.0,0.0
331,2.0,6.0,150.0,origin,en,en_83,0.0,110.0,110.0,447.0,1.0,3.0,0.0,1.0
332,2.0,6.0,151.0,was,en,en_83,0.0,266.0,266.0,266.0,1.0,1.0,0.0,0.0
333,2.0,6.0,152.0,derived,en,en_83,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
334,2.0,6.0,153.0,from,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2.0,6.0,154.0,Spanish,en,en_83,0.0,152.0,152.0,152.0,1.0,1.0,0.0,0.0
336,2.0,6.0,155.0,"immigrants,",en,en_83,0.0,248.0,248.0,248.0,1.0,1.0,0.0,0.0
337,2.0,6.0,156.0,who,en,en_83,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
338,2.0,6.0,157.0,folded,en,en_83,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
339,2.0,6.0,158.0,their,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2.0,6.0,159.0,middle,en,en_83,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
341,2.0,6.0,160.0,fingers,en,en_83,0.0,194.0,194.0,194.0,1.0,1.0,0.0,0.0
342,2.0,6.0,161.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2.0,6.0,162.0,took,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2.0,6.0,163.0,their,en,en_83,0.0,138.0,138.0,138.0,1.0,1.0,0.0,0.0
345,2.0,6.0,164.0,thumbs,en,en_83,0.0,99.0,99.0,99.0,1.0,1.0,0.0,0.0
346,2.0,6.0,165.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2.0,6.0,166.0,their,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,2.0,6.0,167.0,lips,en,en_83,0.0,253.0,253.0,253.0,1.0,1.0,0.0,0.0
349,2.0,6.0,168.0,as,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2.0,6.0,169.0,a,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2.0,6.0,170.0,friendly,en,en_83,0.0,257.0,257.0,257.0,1.0,1.0,0.0,0.0
352,2.0,6.0,171.0,gesture,en,en_83,0.0,184.0,184.0,184.0,1.0,1.0,0.0,0.0
353,2.0,6.0,172.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2.0,6.0,173.0,represent,en,en_83,0.0,206.0,206.0,206.0,1.0,1.0,0.0,0.0
355,2.0,6.0,174.0,sharing,en,en_83,0.0,179.0,179.0,179.0,1.0,1.0,0.0,0.0
356,2.0,6.0,175.0,a,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2.0,6.0,176.0,drink,en,en_83,0.0,256.0,256.0,256.0,1.0,1.0,0.0,0.0
358,2.0,6.0,177.0,with,en,en_83,0.0,158.0,158.0,158.0,1.0,1.0,0.0,0.0
359,2.0,6.0,178.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2.0,6.0,179.0,natives,en,en_83,0.0,175.0,175.0,175.0,1.0,1.0,0.0,0.0
361,2.0,6.0,180.0,they,en,en_83,0.0,258.0,258.0,258.0,1.0,1.0,0.0,0.0
362,2.0,6.0,181.0,met,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2.0,6.0,182.0,in,en,en_83,0.0,274.0,274.0,274.0,1.0,1.0,0.0,0.0
364,2.0,6.0,183.0,Hawaii.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,3.0,7.0,132.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,3.0,7.0,133.0,use,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,3.0,7.0,134.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,3.0,7.0,135.0,drugs,en,en_83,0.0,143.0,143.0,143.0,1.0,1.0,0.0,0.0
369,3.0,7.0,136.0,in,en,en_83,0.0,148.0,148.0,148.0,1.0,1.0,0.0,0.0
370,3.0,7.0,137.0,sport.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,3.0,8.0,138.0,The,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,3.0,8.0,139.0,primary,en,en_83,0.0,150.0,314.0,314.0,2.0,2.0,1.0,0.0
373,3.0,8.0,140.0,reasons,en,en_83,0.0,243.0,243.0,243.0,1.0,1.0,0.0,0.0
374,3.0,8.0,141.0,for,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,3.0,8.0,142.0,this,en,en_83,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
376,3.0,8.0,143.0,ban,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,3.0,8.0,144.0,are,en,en_83,0.0,140.0,140.0,140.0,1.0,1.0,0.0,0.0
378,3.0,8.0,145.0,the,en,en_83,0.0,262.0,262.0,262.0,1.0,1.0,0.0,0.0
379,3.0,8.0,146.0,health,en,en_83,0.0,122.0,122.0,122.0,1.0,1.0,0.0,0.0
380,3.0,8.0,147.0,risks,en,en_83,0.0,97.0,97.0,97.0,1.0,1.0,0.0,0.0
381,3.0,8.0,148.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,3.0,8.0,149.0,<unk>,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,3.0,8.0,150.0,performance-,en,en_83,0.0,162.0,162.0,162.0,1.0,1.0,0.0,0.0
384,3.0,8.0,151.0,enhancing,en,en_83,0.0,112.0,112.0,340.0,1.0,2.0,0.0,1.0
385,3.0,8.0,152.0,"drugs,",en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,3.0,8.0,153.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,3.0,8.0,154.0,equality,en,en_83,0.0,201.0,201.0,201.0,1.0,1.0,0.0,0.0
388,3.0,8.0,155.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,3.0,8.0,156.0,opportunity,en,en_83,0.0,201.0,201.0,201.0,1.0,1.0,0.0,0.0
390,3.0,8.0,157.0,for,en,en_83,0.0,134.0,134.0,134.0,1.0,1.0,0.0,0.0
391,3.0,8.0,158.0,"athletes,",en,en_83,0.0,160.0,160.0,160.0,1.0,1.0,0.0,0.0
392,3.0,8.0,159.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,3.0,8.0,160.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,3.0,8.0,161.0,positive,en,en_83,0.0,180.0,180.0,180.0,1.0,1.0,0.0,0.0
395,3.0,8.0,162.0,example,en,en_83,0.0,259.0,259.0,259.0,1.0,1.0,0.0,0.0
396,3.0,8.0,163.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,3.0,8.0,164.0,the,en,en_83,0.0,172.0,172.0,172.0,1.0,1.0,0.0,0.0
398,3.0,8.0,165.0,public,en,en_83,0.0,247.0,247.0,447.0,1.0,2.0,0.0,1.0
399,3.0,8.0,166.0,set,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,3.0,8.0,167.0,by,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,3.0,8.0,168.0,drug-,en,en_83,0.0,226.0,226.0,226.0,1.0,1.0,0.0,0.0
402,3.0,8.0,169.0,free,en,en_83,0.0,122.0,122.0,402.0,1.0,2.0,0.0,1.0
403,3.0,8.0,170.0,sport.,en,en_83,0.0,259.0,259.0,259.0,1.0,1.0,0.0,0.0
404,3.0,9.0,171.0,Anti-,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,3.0,9.0,172.0,doping,en,en_83,0.0,181.0,181.0,181.0,1.0,1.0,0.0,0.0
406,3.0,9.0,173.0,authorities,en,en_83,0.0,215.0,215.0,215.0,1.0,1.0,0.0,0.0
407,3.0,9.0,174.0,have,en,en_83,0.0,166.0,166.0,166.0,1.0,1.0,0.0,0.0
408,3.0,9.0,175.0,repeatedly,en,en_83,0.0,231.0,231.0,231.0,1.0,1.0,0.0,0.0
409,3.0,9.0,176.0,emphasized,en,en_83,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
410,3.0,9.0,177.0,that,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,3.0,9.0,178.0,using,en,en_83,0.0,279.0,279.0,279.0,1.0,1.0,0.0,0.0
412,3.0,9.0,179.0,performance-,en,en_83,0.0,280.0,280.0,280.0,1.0,1.0,0.0,0.0
413,3.0,9.0,180.0,enhancing,en,en_83,0.0,123.0,244.0,244.0,2.0,2.0,1.0,0.0
414,3.0,9.0,181.0,drugs,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,3.0,9.0,182.0,goes,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,3.0,9.0,183.0,against,en,en_83,0.0,124.0,124.0,124.0,1.0,1.0,0.0,0.0
417,3.0,9.0,184.0,the,en,en_83,0.0,187.0,187.0,187.0,1.0,1.0,0.0,0.0
418,3.0,9.0,185.0,"""spirit",en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,3.0,9.0,186.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,3.0,9.0,187.0,"sport"".",en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,3.0,1.0,1.0,In,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,3.0,1.0,2.0,competitive,en,en_83,0.0,111.0,303.0,303.0,2.0,2.0,1.0,0.0
423,3.0,1.0,3.0,"sports,",en,en_83,0.0,162.0,162.0,162.0,1.0,1.0,0.0,0.0
424,3.0,1.0,4.0,doping,en,en_83,0.0,184.0,184.0,184.0,1.0,1.0,0.0,0.0
425,3.0,1.0,5.0,is,en,en_83,0.0,219.0,219.0,219.0,1.0,1.0,0.0,0.0
426,3.0,1.0,6.0,the,en,en_83,0.0,202.0,202.0,202.0,1.0,1.0,0.0,0.0
427,3.0,1.0,7.0,use,en,en_83,0.0,235.0,235.0,235.0,1.0,1.0,0.0,0.0
428,3.0,1.0,8.0,of,en,en_83,0.0,223.0,223.0,223.0,1.0,1.0,0.0,0.0
429,3.0,1.0,9.0,banned,en,en_83,0.0,171.0,171.0,413.0,1.0,2.0,0.0,1.0
430,3.0,1.0,10.0,performance-,en,en_83,0.0,65.0,65.0,259.0,1.0,2.0,0.0,1.0
431,3.0,1.0,11.0,enhancing,en,en_83,0.0,191.0,191.0,191.0,1.0,1.0,0.0,0.0
432,3.0,1.0,12.0,drugs,en,en_83,0.0,243.0,243.0,243.0,1.0,1.0,0.0,0.0
433,3.0,1.0,13.0,by,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,3.0,1.0,14.0,athletic,en,en_83,0.0,156.0,156.0,156.0,1.0,1.0,0.0,0.0
435,3.0,1.0,15.0,competitors.,en,en_83,0.0,150.0,150.0,516.0,1.0,3.0,1.0,1.0
436,3.0,2.0,16.0,The,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,3.0,2.0,17.0,term,en,en_83,0.0,176.0,176.0,176.0,1.0,1.0,0.0,0.0
438,3.0,2.0,18.0,doping,en,en_83,0.0,210.0,210.0,210.0,1.0,1.0,0.0,0.0
439,3.0,2.0,19.0,is,en,en_83,0.0,116.0,116.0,116.0,1.0,1.0,0.0,0.0
440,3.0,2.0,20.0,widely,en,en_83,0.0,273.0,273.0,273.0,1.0,1.0,0.0,0.0
441,3.0,2.0,21.0,used,en,en_83,0.0,166.0,166.0,166.0,1.0,1.0,0.0,0.0
442,3.0,2.0,22.0,by,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,3.0,2.0,23.0,organizations,en,en_83,0.0,240.0,240.0,240.0,1.0,1.0,0.0,0.0
444,3.0,2.0,24.0,which,en,en_83,0.0,193.0,193.0,193.0,1.0,1.0,0.0,0.0
445,3.0,2.0,25.0,regulate,en,en_83,0.0,177.0,177.0,177.0,1.0,1.0,0.0,0.0
446,3.0,2.0,26.0,sporting,en,en_83,0.0,211.0,211.0,426.0,1.0,2.0,0.0,1.0
447,3.0,2.0,27.0,competitions.,en,en_83,0.0,138.0,138.0,350.0,1.0,2.0,0.0,1.0
448,3.0,3.0,28.0,The,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,3.0,3.0,29.0,use,en,en_83,0.0,229.0,229.0,229.0,1.0,1.0,0.0,0.0
450,3.0,3.0,30.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,3.0,3.0,31.0,drugs,en,en_83,0.0,272.0,272.0,272.0,1.0,1.0,0.0,0.0
452,3.0,3.0,32.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,3.0,3.0,33.0,enhance,en,en_83,0.0,180.0,180.0,180.0,1.0,1.0,0.0,0.0
454,3.0,3.0,34.0,performance,en,en_83,0.0,160.0,160.0,280.0,1.0,2.0,0.0,1.0
455,3.0,3.0,35.0,is,en,en_83,0.0,159.0,159.0,159.0,1.0,1.0,0.0,0.0
456,3.0,3.0,36.0,largely,en,en_83,0.0,220.0,220.0,220.0,1.0,1.0,0.0,0.0
457,3.0,3.0,37.0,considered,en,en_83,0.0,173.0,391.0,391.0,2.0,2.0,1.0,0.0
458,3.0,3.0,38.0,"unethical,",en,en_83,0.0,343.0,343.0,343.0,1.0,1.0,0.0,0.0
459,3.0,3.0,39.0,and,en,en_83,0.0,220.0,220.0,220.0,1.0,1.0,0.0,0.0
460,3.0,3.0,40.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,3.0,3.0,41.0,therefore,en,en_83,0.0,221.0,221.0,221.0,1.0,1.0,0.0,0.0
462,3.0,3.0,42.0,prohibited,en,en_83,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
463,3.0,3.0,43.0,by,en,en_83,0.0,227.0,227.0,387.0,1.0,2.0,0.0,1.0
464,3.0,3.0,44.0,most,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,3.0,3.0,45.0,international,en,en_83,0.0,746.0,1128.0,1274.0,3.0,4.0,1.0,1.0
466,3.0,3.0,46.0,sports,en,en_83,0.0,145.0,145.0,145.0,1.0,1.0,0.0,0.0
467,3.0,3.0,47.0,"organizations,",en,en_83,0.0,158.0,319.0,319.0,2.0,2.0,1.0,0.0
468,3.0,3.0,48.0,including,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,3.0,3.0,49.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,3.0,3.0,50.0,International,en,en_83,0.0,177.0,336.0,336.0,2.0,2.0,1.0,0.0
471,3.0,3.0,51.0,Olympic,en,en_83,0.0,131.0,131.0,267.0,1.0,2.0,0.0,1.0
472,3.0,3.0,52.0,Committee.,en,en_83,0.0,135.0,135.0,135.0,1.0,1.0,0.0,0.0
473,3.0,4.0,53.0,"Furthermore,",en,en_83,0.0,177.0,177.0,177.0,1.0,1.0,0.0,0.0
474,3.0,4.0,54.0,athletes,en,en_83,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
475,3.0,4.0,55.0,who,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,3.0,4.0,56.0,take,en,en_83,0.0,192.0,192.0,407.0,1.0,2.0,0.0,1.0
477,3.0,4.0,57.0,explicit,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,3.0,4.0,58.0,measures,en,en_83,0.0,158.0,303.0,514.0,2.0,4.0,1.0,1.0
479,3.0,4.0,59.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,3.0,4.0,60.0,evade,en,en_83,0.0,189.0,189.0,347.0,1.0,2.0,0.0,1.0
481,3.0,4.0,61.0,detection,en,en_83,0.0,170.0,170.0,792.0,1.0,4.0,0.0,1.0
482,3.0,4.0,62.0,exacerbate,en,en_83,0.0,162.0,162.0,162.0,1.0,1.0,0.0,0.0
483,3.0,4.0,63.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,3.0,4.0,64.0,ethical,en,en_83,0.0,281.0,281.0,281.0,1.0,1.0,0.0,0.0
485,3.0,4.0,65.0,violation,en,en_83,0.0,173.0,173.0,173.0,1.0,1.0,0.0,0.0
486,3.0,4.0,66.0,with,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,3.0,4.0,67.0,overt,en,en_83,0.0,242.0,242.0,426.0,1.0,2.0,0.0,1.0
488,3.0,4.0,68.0,deception,en,en_83,0.0,179.0,179.0,383.0,1.0,2.0,0.0,1.0
489,3.0,4.0,69.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,3.0,4.0,70.0,cheating.,en,en_83,0.0,340.0,340.0,340.0,1.0,1.0,0.0,0.0
491,3.0,5.0,71.0,Despite,en,en_83,0.0,183.0,183.0,183.0,1.0,1.0,0.0,0.0
492,3.0,5.0,72.0,its,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,3.0,5.0,73.0,prevalence,en,en_83,0.0,489.0,489.0,489.0,1.0,1.0,0.0,0.0
494,3.0,5.0,74.0,in,en,en_83,0.0,160.0,160.0,160.0,1.0,1.0,0.0,0.0
495,3.0,5.0,75.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,3.0,5.0,76.0,headlines,en,en_83,0.0,200.0,200.0,408.0,1.0,2.0,0.0,1.0
497,3.0,5.0,77.0,"recently,",en,en_83,0.0,294.0,294.0,448.0,1.0,2.0,0.0,1.0
498,3.0,5.0,78.0,doping,en,en_83,0.0,230.0,230.0,230.0,1.0,1.0,0.0,0.0
499,3.0,5.0,79.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,3.0,5.0,80.0,not,en,en_83,0.0,199.0,199.0,199.0,1.0,1.0,0.0,0.0
501,3.0,5.0,81.0,a,en,en_83,0.0,154.0,154.0,154.0,1.0,1.0,0.0,0.0
502,3.0,5.0,82.0,new,en,en_83,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
503,3.0,5.0,83.0,phenomenon;,en,en_83,0.0,137.0,137.0,137.0,1.0,1.0,0.0,0.0
