,trialid,sentnum,ianum,ia,lang,uniform_id,skip,firstfix_dur,firstrun_dur,dur,firstrun_nfix,nfix,refix,reread
251,3.0,4.0,70.0,cheating.,en,en_57,0.0,77.0,186.0,426.0,2.0,3.0,1.0,1.0
252,3.0,5.0,71.0,Despite,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,3.0,5.0,72.0,its,en,en_57,0.0,202.0,202.0,429.0,1.0,2.0,0.0,1.0
254,3.0,5.0,73.0,prevalence,en,en_57,0.0,294.0,294.0,774.0,1.0,2.0,0.0,1.0
255,3.0,5.0,74.0,in,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,3.0,5.0,75.0,the,en,en_57,0.0,221.0,221.0,221.0,1.0,1.0,0.0,0.0
257,3.0,5.0,76.0,headlines,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,3.0,5.0,77.0,"recently,",en,en_57,0.0,180.0,180.0,180.0,1.0,1.0,0.0,0.0
259,3.0,5.0,78.0,doping,en,en_57,0.0,121.0,121.0,121.0,1.0,1.0,0.0,0.0
260,3.0,5.0,79.0,is,en,en_57,0.0,368.0,368.0,368.0,1.0,1.0,0.0,0.0
261,3.0,5.0,80.0,not,en,en_57,0.0,277.0,277.0,395.0,1.0,2.0,0.0,1.0
262,3.0,5.0,81.0,a,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,3.0,5.0,82.0,new,en,en_57,0.0,154.0,154.0,315.0,1.0,2.0,0.0,1.0
264,3.0,5.0,83.0,phenomenon;,en,en_57,0.0,193.0,193.0,891.0,1.0,4.0,1.0,1.0
265,3.0,6.0,84.0,in,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,3.0,6.0,85.0,"fact,",en,en_57,0.0,168.0,168.0,168.0,1.0,1.0,0.0,0.0
267,3.0,6.0,86.0,it,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,3.0,6.0,87.0,is,en,en_57,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
269,3.0,6.0,88.0,as,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,3.0,6.0,89.0,old,en,en_57,0.0,195.0,195.0,195.0,1.0,1.0,0.0,0.0
271,3.0,6.0,90.0,as,en,en_57,0.0,172.0,172.0,172.0,1.0,1.0,0.0,0.0
272,3.0,6.0,91.0,sport,en,en_57,0.0,177.0,177.0,177.0,1.0,1.0,0.0,0.0
273,3.0,6.0,92.0,itself.,en,en_57,0.0,27.0,27.0,226.0,1.0,2.0,0.0,1.0
274,3.0,7.0,93.0,From,en,en_57,0.0,137.0,137.0,137.0,1.0,1.0,0.0,0.0
275,3.0,7.0,94.0,the,en,en_57,0.0,91.0,120.0,120.0,2.0,2.0,1.0,0.0
276,3.0,7.0,95.0,use,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,3.0,7.0,96.0,of,en,en_57,0.0,205.0,205.0,205.0,1.0,1.0,0.0,0.0
278,3.0,7.0,97.0,substances,en,en_57,0.0,253.0,253.0,253.0,1.0,1.0,0.0,0.0
279,3.0,7.0,98.0,in,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,3.0,7.0,99.0,ancient,en,en_57,0.0,136.0,271.0,271.0,2.0,2.0,0.0,0.0
281,3.0,7.0,100.0,chariot,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,3.0,7.0,101.0,races,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,3.0,7.0,102.0,to,en,en_57,0.0,124.0,124.0,124.0,1.0,1.0,0.0,0.0
284,3.0,7.0,103.0,more,en,en_57,0.0,240.0,240.0,240.0,1.0,1.0,0.0,0.0
285,3.0,7.0,104.0,recent,en,en_57,0.0,112.0,112.0,112.0,1.0,1.0,0.0,0.0
286,3.0,7.0,105.0,controversies,en,en_57,0.0,228.0,423.0,705.0,2.0,4.0,1.0,1.0
287,3.0,7.0,106.0,in,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,3.0,7.0,107.0,baseball,en,en_57,0.0,177.0,450.0,450.0,2.0,2.0,1.0,0.0
289,3.0,7.0,108.0,and,en,en_57,0.0,212.0,212.0,212.0,1.0,1.0,0.0,0.0
290,3.0,7.0,109.0,"cycling,",en,en_57,0.0,204.0,204.0,645.0,1.0,3.0,0.0,1.0
291,3.0,7.0,110.0,popular,en,en_57,0.0,160.0,221.0,394.0,2.0,3.0,1.0,1.0
292,3.0,7.0,111.0,views,en,en_57,0.0,81.0,81.0,391.0,1.0,2.0,0.0,1.0
293,3.0,7.0,112.0,among,en,en_57,0.0,67.0,67.0,213.0,1.0,3.0,1.0,1.0
294,3.0,7.0,113.0,athletes,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,3.0,7.0,114.0,have,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,3.0,7.0,115.0,varied,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,3.0,7.0,116.0,widely,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,3.0,7.0,117.0,over,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,3.0,7.0,118.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,3.0,7.0,119.0,years.,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,3.0,8.0,120.0,In,en,en_57,0.0,177.0,177.0,177.0,1.0,1.0,0.0,0.0
302,3.0,8.0,121.0,recent,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,3.0,8.0,122.0,"decades,",en,en_57,0.0,186.0,186.0,186.0,1.0,1.0,0.0,0.0
304,3.0,8.0,123.0,authorities,en,en_57,0.0,247.0,437.0,437.0,2.0,2.0,1.0,0.0
305,3.0,8.0,124.0,and,en,en_57,0.0,210.0,210.0,210.0,1.0,1.0,0.0,0.0
306,3.0,8.0,125.0,sporting,en,en_57,0.0,269.0,269.0,269.0,1.0,1.0,0.0,0.0
307,3.0,8.0,126.0,organizations,en,en_57,0.0,207.0,207.0,563.0,1.0,3.0,1.0,1.0
308,3.0,8.0,127.0,have,en,en_57,0.0,244.0,244.0,244.0,1.0,1.0,0.0,0.0
309,3.0,8.0,128.0,tried,en,en_57,0.0,213.0,213.0,213.0,1.0,1.0,0.0,0.0
310,3.0,8.0,129.0,to,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,3.0,8.0,130.0,strictly,en,en_57,0.0,284.0,284.0,463.0,1.0,2.0,0.0,1.0
312,3.0,8.0,131.0,regulate,en,en_57,0.0,339.0,339.0,339.0,1.0,1.0,0.0,0.0
313,3.0,8.0,132.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3.0,8.0,133.0,use,en,en_57,0.0,177.0,177.0,326.0,1.0,2.0,0.0,1.0
315,3.0,8.0,134.0,of,en,en_57,0.0,187.0,187.0,187.0,1.0,1.0,0.0,0.0
316,3.0,8.0,135.0,drugs,en,en_57,0.0,276.0,276.0,503.0,1.0,2.0,0.0,1.0
317,3.0,8.0,136.0,in,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,3.0,8.0,137.0,sport.,en,en_57,0.0,289.0,289.0,289.0,1.0,1.0,0.0,0.0
319,3.0,9.0,138.0,The,en,en_57,0.0,173.0,173.0,173.0,1.0,1.0,0.0,0.0
320,3.0,9.0,139.0,primary,en,en_57,0.0,230.0,767.0,767.0,3.0,3.0,1.0,0.0
321,3.0,9.0,140.0,reasons,en,en_57,0.0,253.0,253.0,253.0,1.0,1.0,0.0,0.0
322,3.0,9.0,141.0,for,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,3.0,9.0,142.0,this,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,3.0,9.0,143.0,ban,en,en_57,0.0,167.0,167.0,167.0,1.0,1.0,0.0,0.0
325,3.0,9.0,144.0,are,en,en_57,0.0,222.0,222.0,222.0,1.0,1.0,0.0,0.0
326,3.0,9.0,145.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,3.0,9.0,146.0,health,en,en_57,0.0,216.0,216.0,216.0,1.0,1.0,0.0,0.0
328,3.0,9.0,147.0,risks,en,en_57,0.0,247.0,247.0,247.0,1.0,1.0,0.0,0.0
329,3.0,9.0,148.0,of,en,en_57,0.0,287.0,444.0,444.0,2.0,2.0,1.0,0.0
330,3.0,9.0,149.0,performance-,en,en_57,0.0,184.0,184.0,555.0,1.0,3.0,1.0,1.0
331,3.0,9.0,150.0,enhancing,en,en_57,0.0,343.0,343.0,603.0,1.0,2.0,0.0,1.0
332,3.0,9.0,151.0,"drugs,",en,en_57,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
333,3.0,9.0,152.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,3.0,9.0,153.0,equality,en,en_57,0.0,156.0,276.0,276.0,2.0,2.0,1.0,0.0
335,3.0,9.0,154.0,of,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,3.0,9.0,155.0,opportunity,en,en_57,0.0,334.0,520.0,520.0,2.0,2.0,1.0,0.0
337,3.0,9.0,156.0,for,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,3.0,9.0,157.0,"athletes,",en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,3.0,9.0,158.0,and,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,3.0,9.0,159.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,3.0,9.0,160.0,positive,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,3.0,9.0,161.0,example,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,3.0,9.0,162.0,to,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,3.0,9.0,163.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,3.0,9.0,164.0,public,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,3.0,9.0,165.0,set,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,3.0,9.0,166.0,by,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,3.0,9.0,167.0,drug-,en,en_57,0.0,225.0,225.0,392.0,1.0,2.0,0.0,1.0
349,3.0,9.0,168.0,free,en,en_57,0.0,254.0,254.0,254.0,1.0,1.0,0.0,0.0
350,3.0,9.0,169.0,sport.,en,en_57,0.0,166.0,166.0,351.0,1.0,2.0,0.0,1.0
351,3.0,10.0,170.0,Anti-,en,en_57,0.0,299.0,299.0,299.0,1.0,1.0,0.0,0.0
352,3.0,10.0,171.0,doping,en,en_57,0.0,165.0,165.0,375.0,1.0,2.0,0.0,1.0
353,3.0,10.0,172.0,authorities,en,en_57,0.0,183.0,183.0,183.0,1.0,1.0,0.0,0.0
354,3.0,10.0,173.0,have,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,3.0,10.0,174.0,repeatedly,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,3.0,10.0,175.0,emphasized,en,en_57,0.0,213.0,213.0,213.0,1.0,1.0,0.0,0.0
357,3.0,10.0,176.0,that,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,3.0,10.0,177.0,using,en,en_57,0.0,345.0,345.0,345.0,1.0,1.0,0.0,0.0
359,3.0,10.0,178.0,performance-,en,en_57,0.0,254.0,539.0,637.0,2.0,3.0,1.0,1.0
360,3.0,10.0,179.0,enhancing,en,en_57,0.0,205.0,352.0,559.0,2.0,3.0,1.0,1.0
361,3.0,10.0,180.0,drugs,en,en_57,0.0,225.0,225.0,365.0,1.0,2.0,0.0,1.0
362,3.0,10.0,181.0,goes,en,en_57,0.0,167.0,167.0,167.0,1.0,1.0,0.0,0.0
363,3.0,10.0,182.0,against,en,en_57,0.0,273.0,273.0,273.0,1.0,1.0,0.0,0.0
364,3.0,10.0,183.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,3.0,10.0,184.0,"""spirit",en,en_57,0.0,150.0,150.0,150.0,1.0,1.0,0.0,0.0
366,3.0,10.0,185.0,of,en,en_57,0.0,154.0,154.0,154.0,1.0,1.0,0.0,0.0
367,3.0,10.0,186.0,"sport"".",en,en_57,0.0,160.0,160.0,1777.0,1.0,8.0,1.0,1.0
368,5.0,1.0,1.0,World,en,en_57,0.0,132.0,132.0,326.0,1.0,2.0,0.0,1.0
369,5.0,1.0,2.0,Environment,en,en_57,0.0,152.0,152.0,737.0,1.0,4.0,1.0,1.0
370,5.0,1.0,3.0,Day,en,en_57,0.0,226.0,226.0,226.0,1.0,1.0,0.0,0.0
371,5.0,1.0,4.0,(WED),en,en_57,0.0,425.0,425.0,765.0,1.0,2.0,0.0,1.0
372,5.0,1.0,5.0,is,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,5.0,1.0,6.0,celebrated,en,en_57,0.0,236.0,436.0,851.0,2.0,4.0,1.0,1.0
374,5.0,1.0,7.0,on,en,en_57,0.0,123.0,123.0,123.0,1.0,1.0,0.0,0.0
375,5.0,1.0,8.0,the,en,en_57,0.0,216.0,216.0,216.0,1.0,1.0,0.0,0.0
376,5.0,1.0,9.0,fifth,en,en_57,0.0,181.0,181.0,401.0,1.0,2.0,0.0,1.0
377,5.0,1.0,10.0,of,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,5.0,1.0,11.0,June,en,en_57,0.0,228.0,228.0,511.0,1.0,2.0,0.0,1.0
379,5.0,1.0,12.0,every,en,en_57,0.0,122.0,122.0,122.0,1.0,1.0,0.0,0.0
380,5.0,1.0,13.0,year,en,en_57,0.0,168.0,168.0,168.0,1.0,1.0,0.0,0.0
381,5.0,1.0,14.0,and,en,en_57,0.0,196.0,196.0,196.0,1.0,1.0,0.0,0.0
382,5.0,1.0,15.0,is,en,en_57,0.0,166.0,166.0,166.0,1.0,1.0,0.0,0.0
383,5.0,1.0,16.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,5.0,1.0,17.0,United,en,en_57,0.0,176.0,176.0,176.0,1.0,1.0,0.0,0.0
385,5.0,1.0,18.0,Nation's,en,en_57,0.0,209.0,209.0,482.0,1.0,2.0,0.0,1.0
386,5.0,1.0,19.0,principal,en,en_57,0.0,236.0,236.0,505.0,1.0,2.0,0.0,1.0
387,5.0,1.0,20.0,vehicle,en,en_57,0.0,266.0,266.0,468.0,1.0,2.0,0.0,1.0
388,5.0,1.0,21.0,for,en,en_57,0.0,172.0,172.0,172.0,1.0,1.0,0.0,0.0
389,5.0,1.0,22.0,encouraging,en,en_57,0.0,208.0,404.0,770.0,2.0,3.0,1.0,1.0
390,5.0,1.0,23.0,awareness,en,en_57,0.0,136.0,278.0,278.0,2.0,2.0,1.0,0.0
391,5.0,1.0,24.0,and,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,5.0,1.0,25.0,action,en,en_57,0.0,229.0,229.0,229.0,1.0,1.0,0.0,0.0
393,5.0,1.0,26.0,for,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,5.0,1.0,27.0,the,en,en_57,0.0,248.0,248.0,248.0,1.0,1.0,0.0,0.0
395,5.0,1.0,28.0,protection,en,en_57,0.0,282.0,1185.0,1185.0,2.0,2.0,1.0,0.0
396,5.0,1.0,29.0,of,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,5.0,1.0,30.0,the,en,en_57,0.0,126.0,126.0,126.0,1.0,1.0,0.0,0.0
398,5.0,1.0,31.0,environment.,en,en_57,0.0,207.0,391.0,576.0,2.0,3.0,1.0,1.0
399,5.0,2.0,32.0,First,en,en_57,0.0,283.0,283.0,283.0,1.0,1.0,0.0,0.0
400,5.0,2.0,33.0,held,en,en_57,0.0,204.0,204.0,204.0,1.0,1.0,0.0,0.0
401,5.0,2.0,34.0,in,en,en_57,0.0,237.0,237.0,596.0,1.0,2.0,0.0,1.0
402,5.0,2.0,35.0,"1974,",en,en_57,0.0,366.0,366.0,724.0,1.0,3.0,0.0,1.0
403,5.0,2.0,36.0,it,en,en_57,0.0,514.0,514.0,514.0,1.0,1.0,0.0,0.0
404,5.0,2.0,37.0,has,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,5.0,2.0,38.0,been,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,5.0,2.0,39.0,a,en,en_57,0.0,274.0,274.0,274.0,1.0,1.0,0.0,0.0
407,5.0,2.0,40.0,flagship,en,en_57,0.0,132.0,300.0,458.0,2.0,3.0,1.0,1.0
408,5.0,2.0,41.0,campaign,en,en_57,0.0,181.0,780.0,780.0,2.0,2.0,1.0,0.0
409,5.0,2.0,42.0,for,en,en_57,0.0,224.0,224.0,224.0,1.0,1.0,0.0,0.0
410,5.0,2.0,43.0,raising,en,en_57,0.0,230.0,522.0,707.0,2.0,3.0,1.0,1.0
411,5.0,2.0,44.0,awareness,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,5.0,2.0,45.0,on,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,5.0,2.0,46.0,emerging,en,en_57,0.0,203.0,203.0,203.0,1.0,1.0,0.0,0.0
414,5.0,2.0,47.0,environmental,en,en_57,0.0,149.0,149.0,149.0,1.0,1.0,0.0,0.0
415,5.0,2.0,48.0,issues,en,en_57,0.0,314.0,314.0,538.0,1.0,2.0,0.0,1.0
416,5.0,2.0,49.0,from,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,5.0,2.0,50.0,marine,en,en_57,0.0,405.0,405.0,969.0,1.0,4.0,0.0,1.0
418,5.0,2.0,51.0,"pollution,",en,en_57,0.0,250.0,250.0,1482.0,1.0,6.0,1.0,1.0
419,5.0,2.0,52.0,human,en,en_57,0.0,304.0,304.0,304.0,1.0,1.0,0.0,0.0
420,5.0,2.0,53.0,"overpopulation,",en,en_57,0.0,142.0,142.0,142.0,1.0,1.0,0.0,0.0
421,5.0,2.0,54.0,and,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,5.0,2.0,55.0,global,en,en_57,0.0,613.0,613.0,613.0,1.0,1.0,0.0,0.0
423,5.0,2.0,56.0,warming.,en,en_57,0.0,147.0,147.0,147.0,1.0,1.0,0.0,0.0
424,5.0,3.0,57.0,WED,en,en_57,0.0,307.0,307.0,307.0,1.0,1.0,0.0,0.0
425,5.0,3.0,58.0,has,en,en_57,0.0,298.0,298.0,298.0,1.0,1.0,0.0,0.0
426,5.0,3.0,59.0,grown,en,en_57,0.0,359.0,359.0,359.0,1.0,1.0,0.0,0.0
427,5.0,3.0,60.0,to,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,5.0,3.0,61.0,become,en,en_57,0.0,442.0,442.0,718.0,1.0,2.0,0.0,1.0
429,5.0,3.0,62.0,a,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,5.0,3.0,63.0,global,en,en_57,0.0,322.0,322.0,557.0,1.0,2.0,0.0,1.0
431,5.0,3.0,64.0,platform,en,en_57,0.0,276.0,276.0,748.0,1.0,2.0,0.0,1.0
432,5.0,3.0,65.0,for,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,5.0,3.0,66.0,public,en,en_57,0.0,307.0,307.0,307.0,1.0,1.0,0.0,0.0
434,5.0,3.0,67.0,"outreach,",en,en_57,0.0,166.0,166.0,344.0,1.0,2.0,0.0,1.0
435,5.0,3.0,68.0,with,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,5.0,3.0,69.0,participation,en,en_57,0.0,146.0,369.0,1180.0,2.0,4.0,1.0,1.0
437,5.0,3.0,70.0,from,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,5.0,3.0,71.0,over,en,en_57,0.0,141.0,304.0,304.0,2.0,2.0,1.0,0.0
439,5.0,3.0,72.0,one,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,5.0,3.0,73.0,hundred,en,en_57,0.0,214.0,408.0,408.0,2.0,2.0,1.0,0.0
441,5.0,3.0,74.0,countries,en,en_57,0.0,172.0,369.0,369.0,2.0,2.0,1.0,0.0
442,5.0,3.0,75.0,annually.,en,en_57,0.0,264.0,489.0,489.0,2.0,2.0,1.0,0.0
443,5.0,4.0,76.0,Each,en,en_57,0.0,658.0,658.0,658.0,1.0,1.0,0.0,0.0
444,5.0,4.0,77.0,"year,",en,en_57,0.0,168.0,168.0,168.0,1.0,1.0,0.0,0.0
445,5.0,4.0,78.0,WED,en,en_57,0.0,238.0,238.0,238.0,1.0,1.0,0.0,0.0
446,5.0,4.0,79.0,chooses,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,5.0,4.0,80.0,a,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,5.0,4.0,81.0,new,en,en_57,0.0,278.0,278.0,461.0,1.0,2.0,0.0,1.0
449,5.0,4.0,82.0,theme,en,en_57,0.0,172.0,172.0,172.0,1.0,1.0,0.0,0.0
450,5.0,4.0,83.0,that,en,en_57,0.0,338.0,338.0,338.0,1.0,1.0,0.0,0.0
451,5.0,4.0,84.0,major,en,en_57,0.0,232.0,232.0,232.0,1.0,1.0,0.0,0.0
452,5.0,4.0,85.0,"corporations,",en,en_57,0.0,228.0,582.0,582.0,3.0,3.0,1.0,0.0
453,5.0,4.0,86.0,non-,en,en_57,0.0,158.0,158.0,158.0,1.0,1.0,0.0,0.0
454,5.0,4.0,87.0,governmental,en,en_57,0.0,311.0,492.0,492.0,2.0,2.0,1.0,0.0
455,5.0,4.0,88.0,"organizations,",en,en_57,0.0,198.0,442.0,442.0,2.0,2.0,1.0,0.0
456,5.0,4.0,89.0,"communities,",en,en_57,0.0,345.0,345.0,345.0,1.0,1.0,0.0,0.0
457,5.0,4.0,90.0,governments,en,en_57,0.0,260.0,625.0,625.0,2.0,2.0,1.0,0.0
458,5.0,4.0,91.0,and,en,en_57,0.0,131.0,131.0,131.0,1.0,1.0,0.0,0.0
459,5.0,4.0,92.0,celebrities,en,en_57,0.0,72.0,72.0,764.0,1.0,3.0,1.0,1.0
460,5.0,4.0,93.0,worldwide,en,en_57,0.0,157.0,782.0,1122.0,4.0,5.0,1.0,1.0
461,5.0,4.0,94.0,adopt,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,5.0,4.0,95.0,to,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,5.0,4.0,96.0,advocate,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,5.0,4.0,97.0,environmental,en,en_57,0.0,151.0,462.0,462.0,2.0,2.0,1.0,0.0
465,5.0,4.0,98.0,causes.,en,en_57,0.0,433.0,433.0,433.0,1.0,1.0,0.0,0.0
466,5.0,5.0,99.0,For,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,5.0,5.0,100.0,"example,",en,en_57,0.0,70.0,213.0,213.0,2.0,2.0,1.0,0.0
468,5.0,5.0,101.0,the,en,en_57,0.0,207.0,207.0,207.0,1.0,1.0,0.0,0.0
469,5.0,5.0,102.0,theme,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,5.0,5.0,103.0,for,en,en_57,0.0,253.0,253.0,253.0,1.0,1.0,0.0,0.0
471,5.0,5.0,104.0,2018,en,en_57,0.0,213.0,213.0,425.0,1.0,2.0,0.0,1.0
472,5.0,5.0,105.0,is,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,5.0,5.0,106.0,"""Beat",en,en_57,0.0,174.0,174.0,394.0,1.0,2.0,0.0,1.0
474,5.0,5.0,107.0,Plastic,en,en_57,0.0,150.0,150.0,394.0,1.0,2.0,0.0,1.0
475,5.0,5.0,108.0,"Pollution"".",en,en_57,0.0,143.0,143.0,662.0,1.0,2.0,0.0,1.0
476,5.0,6.0,109.0,The,en,en_57,0.0,212.0,212.0,212.0,1.0,1.0,0.0,0.0
477,5.0,6.0,110.0,goal,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,5.0,6.0,111.0,is,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,5.0,6.0,112.0,to,en,en_57,0.0,428.0,556.0,556.0,2.0,2.0,1.0,0.0
480,5.0,6.0,113.0,encourage,en,en_57,0.0,322.0,322.0,322.0,1.0,1.0,0.0,0.0
481,5.0,6.0,114.0,people,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,5.0,6.0,115.0,to,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,5.0,6.0,116.0,change,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,5.0,6.0,117.0,their,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,5.0,6.0,118.0,everyday,en,en_57,0.0,127.0,127.0,127.0,1.0,1.0,0.0,0.0
486,5.0,6.0,119.0,habits,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,5.0,6.0,120.0,in,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,5.0,6.0,121.0,ways,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,5.0,6.0,122.0,which,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,5.0,6.0,123.0,can,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,5.0,6.0,124.0,reduce,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,5.0,6.0,125.0,plastic,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,5.0,6.0,126.0,pollution.,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,5.0,7.0,127.0,"Specifically,",en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,5.0,7.0,128.0,the,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,5.0,7.0,129.0,campaign,en,en_57,0.0,209.0,1132.0,1132.0,5.0,5.0,1.0,0.0
497,5.0,7.0,130.0,hopes,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,5.0,7.0,131.0,to,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,5.0,7.0,132.0,reduce,en,en_57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,5.0,7.0,133.0,the,en,en_57,0.0,253.0,253.0,253.0,1.0,1.0,0.0,0.0
501,5.0,7.0,134.0,prevalence,en,en_57,0.0,158.0,158.0,437.0,1.0,2.0,0.0,1.0
502,5.0,7.0,135.0,of,en,en_57,0.0,169.0,169.0,393.0,1.0,2.0,0.0,1.0
