,uniform_id,trialid,sentnum,ianum,ia,firstfix_dur,dur,firstrun_nfix,nfix,firstrun_dur
3867,pp23,1.0,47.0,3867.0,hard,0.0,0.0,0.0,0.0,0.0
3868,pp23,1.0,47.0,3868.0,up,184.0,184.0,1.0,1.0,184.0
3869,pp23,1.0,47.0,3869.0,as,134.0,134.0,1.0,1.0,134.0
3870,pp23,1.0,47.0,3870.0,I,0.0,0.0,0.0,0.0,0.0
3871,pp23,1.0,47.0,3871.0,am,0.0,0.0,0.0,0.0,0.0
3872,pp23,1.0,47.0,3872.0,"now.""",146.0,146.0,1.0,1.0,146.0
3873,pp23,1.0,47.0,3873.0,"""Hard",223.0,223.0,1.0,1.0,223.0
3874,pp23,1.0,47.0,3874.0,"up,",0.0,0.0,0.0,0.0,0.0
3875,pp23,1.0,47.0,3875.0,are,362.0,362.0,1.0,1.0,362.0
3876,pp23,1.0,47.0,3876.0,"you?""",134.0,134.0,1.0,1.0,134.0
3877,pp23,1.0,48.0,3877.0,"""My",181.0,181.0,1.0,1.0,181.0
3878,pp23,1.0,48.0,3878.0,dear,0.0,0.0,0.0,0.0,0.0
3879,pp23,1.0,48.0,3879.0,"Hastings,",199.0,335.0,2.0,2.0,362.0
3880,pp23,1.0,48.0,3880.0,I,0.0,0.0,0.0,0.0,0.0
3881,pp23,1.0,48.0,3881.0,don't,136.0,184.0,2.0,2.0,213.0
3882,pp23,1.0,48.0,3882.0,mind,131.0,131.0,1.0,1.0,131.0
3883,pp23,1.0,48.0,3883.0,telling,0.0,0.0,0.0,0.0,0.0
3884,pp23,1.0,48.0,3884.0,you,118.0,118.0,1.0,1.0,118.0
3885,pp23,1.0,48.0,3885.0,that,178.0,178.0,1.0,1.0,178.0
3886,pp23,1.0,48.0,3886.0,I'm,0.0,0.0,0.0,0.0,0.0
3887,pp23,1.0,48.0,3887.0,at,144.0,166.0,2.0,2.0,187.0
3888,pp23,1.0,48.0,3888.0,my,0.0,0.0,0.0,0.0,0.0
3889,pp23,1.0,48.0,3889.0,wit's,206.0,206.0,1.0,1.0,206.0
3890,pp23,1.0,48.0,3890.0,end,170.0,170.0,1.0,1.0,170.0
3891,pp23,1.0,48.0,3891.0,for,0.0,0.0,0.0,0.0,0.0
3892,pp23,1.0,48.0,3892.0,"money.""",0.0,0.0,0.0,0.0,0.0
3893,pp23,1.0,48.0,3893.0,"""Couldn't",106.0,218.0,2.0,2.0,259.0
3894,pp23,1.0,48.0,3894.0,your,65.0,65.0,1.0,1.0,65.0
3895,pp23,1.0,48.0,3895.0,brother,79.0,79.0,1.0,1.0,79.0
3896,pp23,1.0,48.0,3896.0,help,0.0,0.0,0.0,0.0,0.0
3897,pp23,1.0,48.0,3897.0,"you?""",145.0,145.0,1.0,1.0,145.0
3898,pp23,1.0,48.0,3898.0,"""Lawrence?",183.0,183.0,1.0,1.0,183.0
3899,pp23,1.0,48.0,3899.0,He's,237.0,237.0,1.0,1.0,237.0
3900,pp23,1.0,48.0,3900.0,gone,151.0,151.0,1.0,1.0,151.0
3901,pp23,1.0,48.0,3901.0,through,190.0,190.0,1.0,1.0,190.0
3902,pp23,1.0,48.0,3902.0,every,152.0,152.0,1.0,1.0,152.0
3903,pp23,1.0,48.0,3903.0,penny,87.0,87.0,1.0,1.0,87.0
3904,pp23,1.0,48.0,3904.0,he,0.0,0.0,0.0,0.0,0.0
3905,pp23,1.0,48.0,3905.0,ever,176.0,176.0,1.0,1.0,176.0
3906,pp23,1.0,48.0,3906.0,"had,",110.0,110.0,1.0,1.0,110.0
3907,pp23,1.0,48.0,3907.0,publishing,210.0,210.0,1.0,2.0,210.0
3908,pp23,1.0,48.0,3908.0,rotten,127.0,127.0,1.0,1.0,127.0
3909,pp23,1.0,48.0,3909.0,verses,141.0,141.0,1.0,1.0,141.0
3910,pp23,1.0,48.0,3910.0,in,122.0,122.0,1.0,1.0,122.0
3911,pp23,1.0,48.0,3911.0,fancy,186.0,186.0,1.0,1.0,186.0
3912,pp23,1.0,48.0,3912.0,bindings.,133.0,133.0,1.0,2.0,133.0
3913,pp23,1.0,48.0,3913.0,"No,",234.0,234.0,1.0,1.0,234.0
3914,pp23,1.0,48.0,3914.0,we're,134.0,134.0,1.0,1.0,134.0
3915,pp23,1.0,48.0,3915.0,an,0.0,0.0,0.0,0.0,0.0
3916,pp23,1.0,48.0,3916.0,impecunious,151.0,151.0,1.0,1.0,151.0
3917,pp23,1.0,48.0,3917.0,lot.,211.0,211.0,1.0,1.0,211.0
3918,pp23,1.0,48.0,3918.0,My,0.0,0.0,0.0,0.0,0.0
3919,pp23,1.0,48.0,3919.0,mother's,132.0,132.0,1.0,2.0,132.0
3920,pp23,1.0,48.0,3920.0,always,177.0,177.0,1.0,1.0,177.0
3921,pp23,1.0,48.0,3921.0,been,0.0,0.0,0.0,0.0,0.0
3922,pp23,1.0,48.0,3922.0,awfully,153.0,153.0,1.0,1.0,153.0
3923,pp23,1.0,48.0,3923.0,good,0.0,0.0,0.0,0.0,0.0
3924,pp23,1.0,48.0,3924.0,to,293.0,293.0,1.0,1.0,293.0
3925,pp23,1.0,48.0,3925.0,"us,",0.0,0.0,0.0,0.0,0.0
3926,pp23,1.0,48.0,3926.0,I,0.0,0.0,0.0,0.0,0.0
3927,pp23,1.0,48.0,3927.0,must,173.0,173.0,1.0,1.0,173.0
3928,pp23,1.0,48.0,3928.0,say.,0.0,0.0,0.0,0.0,0.0
3929,pp23,1.0,48.0,3929.0,That,163.0,163.0,1.0,1.0,163.0
3930,pp23,1.0,48.0,3930.0,"is,",176.0,176.0,1.0,1.0,176.0
3931,pp23,1.0,48.0,3931.0,up,107.0,107.0,1.0,1.0,107.0
3932,pp23,1.0,48.0,3932.0,to,0.0,0.0,0.0,0.0,0.0
3933,pp23,1.0,48.0,3933.0,now.,99.0,99.0,1.0,1.0,99.0
3934,pp23,1.0,48.0,3934.0,Since,133.0,274.0,2.0,2.0,307.0
3935,pp23,1.0,48.0,3935.0,her,0.0,0.0,0.0,0.0,0.0
3936,pp23,1.0,48.0,3936.0,"marriage,",77.0,77.0,1.0,1.0,77.0
3937,pp23,1.0,48.0,3937.0,of,0.0,0.0,0.0,0.0,0.0
3938,pp23,1.0,48.0,3938.0,"course......""",177.0,292.0,2.0,2.0,340.0
3939,pp23,1.0,48.0,3939.0,he,0.0,0.0,0.0,0.0,0.0
3940,pp23,1.0,48.0,3940.0,broke,0.0,0.0,0.0,0.0,0.0
3941,pp23,1.0,48.0,3941.0,"off,",170.0,170.0,1.0,1.0,170.0
3942,pp23,1.0,48.0,3942.0,frowning.,200.0,200.0,1.0,1.0,200.0
4008,pp23,1.0,51.0,4008.0,I,263.0,263.0,1.0,1.0,263.0
4009,pp23,1.0,51.0,4009.0,had,0.0,0.0,0.0,0.0,0.0
4010,pp23,1.0,51.0,4010.0,arrived,116.0,116.0,1.0,1.0,116.0
4011,pp23,1.0,51.0,4011.0,at,0.0,0.0,0.0,0.0,0.0
4012,pp23,1.0,51.0,4012.0,Styles,111.0,221.0,2.0,2.0,246.0
4013,pp23,1.0,51.0,4013.0,on,0.0,0.0,0.0,0.0,0.0
4014,pp23,1.0,51.0,4014.0,the,133.0,133.0,1.0,1.0,133.0
4015,pp23,1.0,51.0,4015.0,5th,136.0,136.0,1.0,1.0,136.0
4016,pp23,1.0,51.0,4016.0,of,0.0,0.0,0.0,0.0,0.0
4017,pp23,1.0,51.0,4017.0,July.,67.0,67.0,1.0,1.0,67.0
4018,pp23,1.0,51.0,4018.0,I,0.0,0.0,0.0,0.0,0.0
4019,pp23,1.0,51.0,4019.0,come,548.0,548.0,1.0,1.0,548.0
4020,pp23,1.0,51.0,4020.0,now,182.0,182.0,1.0,1.0,182.0
4021,pp23,1.0,51.0,4021.0,to,155.0,155.0,1.0,1.0,155.0
4022,pp23,1.0,51.0,4022.0,the,0.0,0.0,0.0,0.0,0.0
4023,pp23,1.0,51.0,4023.0,events,129.0,129.0,1.0,1.0,129.0
4024,pp23,1.0,51.0,4024.0,of,0.0,0.0,0.0,0.0,0.0
4025,pp23,1.0,51.0,4025.0,the,0.0,0.0,0.0,0.0,0.0
4026,pp23,1.0,51.0,4026.0,16th,258.0,439.0,2.0,2.0,446.0
4027,pp23,1.0,51.0,4027.0,and,234.0,234.0,1.0,1.0,234.0
4028,pp23,1.0,51.0,4028.0,17th,154.0,154.0,1.0,2.0,154.0
4029,pp23,1.0,51.0,4029.0,of,0.0,0.0,0.0,0.0,0.0
4030,pp23,1.0,51.0,4030.0,that,274.0,274.0,1.0,1.0,274.0
4031,pp23,1.0,51.0,4031.0,month.,108.0,108.0,1.0,1.0,108.0
4032,pp23,1.0,51.0,4032.0,For,0.0,0.0,0.0,0.0,0.0
4033,pp23,1.0,51.0,4033.0,the,122.0,122.0,1.0,2.0,122.0
4034,pp23,1.0,51.0,4034.0,convenience,77.0,135.0,2.0,2.0,155.0
4035,pp23,1.0,51.0,4035.0,of,0.0,0.0,0.0,0.0,0.0
4036,pp23,1.0,51.0,4036.0,the,206.0,206.0,1.0,2.0,206.0
4037,pp23,1.0,51.0,4037.0,reader,141.0,141.0,1.0,1.0,141.0
4038,pp23,1.0,51.0,4038.0,I,0.0,0.0,0.0,0.0,0.0
4039,pp23,1.0,51.0,4039.0,will,250.0,250.0,1.0,1.0,250.0
4040,pp23,1.0,51.0,4040.0,recapitulate,209.0,209.0,1.0,3.0,209.0
4041,pp23,1.0,51.0,4041.0,the,0.0,0.0,0.0,0.0,0.0
4042,pp23,1.0,51.0,4042.0,incidents,206.0,206.0,1.0,1.0,206.0
4043,pp23,1.0,51.0,4043.0,of,161.0,161.0,1.0,1.0,161.0
4044,pp23,1.0,51.0,4044.0,those,77.0,77.0,1.0,1.0,77.0
4045,pp23,1.0,51.0,4045.0,days,0.0,0.0,0.0,0.0,0.0
4046,pp23,1.0,51.0,4046.0,in,77.0,77.0,1.0,1.0,77.0
4047,pp23,1.0,51.0,4047.0,as,0.0,0.0,0.0,0.0,0.0
4048,pp23,1.0,51.0,4048.0,exact,89.0,89.0,1.0,1.0,89.0
4049,pp23,1.0,51.0,4049.0,a,0.0,0.0,0.0,0.0,0.0
4050,pp23,1.0,51.0,4050.0,manner,100.0,100.0,1.0,1.0,100.0
4051,pp23,1.0,51.0,4051.0,as,0.0,0.0,0.0,0.0,0.0
4052,pp23,1.0,51.0,4052.0,possible.,105.0,105.0,1.0,1.0,105.0
4053,pp23,1.0,51.0,4053.0,They,0.0,0.0,0.0,0.0,0.0
4054,pp23,1.0,51.0,4054.0,were,121.0,121.0,1.0,1.0,121.0
4055,pp23,1.0,51.0,4055.0,elicited,34.0,34.0,1.0,2.0,34.0
4056,pp23,1.0,51.0,4056.0,subsequently,116.0,320.0,2.0,2.0,361.0
4057,pp23,1.0,51.0,4057.0,at,0.0,0.0,0.0,0.0,0.0
4058,pp23,1.0,51.0,4058.0,the,197.0,197.0,1.0,1.0,197.0
4059,pp23,1.0,51.0,4059.0,trial,109.0,109.0,1.0,1.0,109.0
4060,pp23,1.0,51.0,4060.0,by,0.0,0.0,0.0,0.0,0.0
4061,pp23,1.0,51.0,4061.0,a,0.0,0.0,0.0,0.0,0.0
4062,pp23,1.0,51.0,4062.0,process,198.0,198.0,1.0,1.0,198.0
4063,pp23,1.0,51.0,4063.0,of,0.0,0.0,0.0,0.0,0.0
4064,pp23,1.0,51.0,4064.0,long,214.0,214.0,1.0,1.0,214.0
4065,pp23,1.0,51.0,4065.0,and,0.0,0.0,0.0,0.0,0.0
4066,pp23,1.0,51.0,4066.0,tedious,156.0,317.0,2.0,2.0,341.0
4067,pp23,1.0,51.0,4067.0,cross-examinations.,162.0,281.0,2.0,2.0,307.0
4068,pp23,1.0,51.0,4068.0,I,0.0,0.0,0.0,0.0,0.0
4069,pp23,1.0,51.0,4069.0,received,144.0,351.0,2.0,2.0,387.0
4070,pp23,1.0,51.0,4070.0,a,0.0,0.0,0.0,0.0,0.0
4071,pp23,1.0,51.0,4071.0,letter,165.0,165.0,1.0,2.0,165.0
4072,pp23,1.0,51.0,4072.0,from,180.0,180.0,1.0,1.0,180.0
4073,pp23,1.0,51.0,4073.0,Evelyn,178.0,178.0,1.0,2.0,178.0
4074,pp23,1.0,51.0,4074.0,Howard,191.0,191.0,1.0,1.0,191.0
4075,pp23,1.0,51.0,4075.0,a,0.0,0.0,0.0,0.0,0.0
4076,pp23,1.0,51.0,4076.0,couple,200.0,200.0,1.0,1.0,200.0
4077,pp23,1.0,51.0,4077.0,of,224.0,224.0,1.0,1.0,224.0
4078,pp23,1.0,51.0,4078.0,days,285.0,285.0,1.0,2.0,285.0
4079,pp23,1.0,51.0,4079.0,after,229.0,324.0,2.0,4.0,342.0
4080,pp23,1.0,51.0,4080.0,her,187.0,187.0,1.0,2.0,187.0
4081,pp23,1.0,51.0,4081.0,"departure,",146.0,146.0,1.0,1.0,146.0
4082,pp23,1.0,51.0,4082.0,telling,259.0,622.0,3.0,3.0,670.0
4083,pp23,1.0,51.0,4083.0,me,0.0,0.0,0.0,0.0,0.0
4084,pp23,1.0,51.0,4084.0,she,0.0,0.0,0.0,0.0,0.0
4085,pp23,1.0,51.0,4085.0,was,127.0,127.0,1.0,1.0,127.0
4086,pp23,1.0,51.0,4086.0,working,133.0,133.0,1.0,1.0,133.0
4087,pp23,1.0,51.0,4087.0,as,0.0,0.0,0.0,0.0,0.0
4088,pp23,1.0,51.0,4088.0,a,0.0,0.0,0.0,0.0,0.0
4089,pp23,1.0,51.0,4089.0,nurse,298.0,298.0,1.0,1.0,298.0
4090,pp23,1.0,51.0,4090.0,at,0.0,0.0,0.0,0.0,0.0
4091,pp23,1.0,51.0,4091.0,the,129.0,129.0,1.0,1.0,129.0
4092,pp23,1.0,51.0,4092.0,big,0.0,0.0,0.0,0.0,0.0
4093,pp23,1.0,51.0,4093.0,hospital,167.0,167.0,1.0,1.0,167.0
4094,pp23,1.0,51.0,4094.0,in,0.0,0.0,0.0,0.0,0.0
4095,pp23,1.0,51.0,4095.0,"Middlingham,",205.0,348.0,2.0,2.0,375.0
4096,pp23,1.0,51.0,4096.0,a,0.0,0.0,0.0,0.0,0.0
4097,pp23,1.0,51.0,4097.0,manufacturing,103.0,270.0,2.0,2.0,306.0
4098,pp23,1.0,51.0,4098.0,town,144.0,144.0,1.0,1.0,144.0
4099,pp23,1.0,51.0,4099.0,some,158.0,158.0,1.0,1.0,158.0
4100,pp23,1.0,51.0,4100.0,fifteen,185.0,185.0,1.0,1.0,185.0
4101,pp23,1.0,51.0,4101.0,miles,143.0,143.0,1.0,1.0,143.0
4102,pp23,1.0,51.0,4102.0,"away,",0.0,0.0,0.0,0.0,0.0
4103,pp23,1.0,51.0,4103.0,and,0.0,0.0,0.0,0.0,0.0
4104,pp23,1.0,51.0,4104.0,begging,256.0,256.0,1.0,1.0,256.0
4105,pp23,1.0,51.0,4105.0,me,0.0,0.0,0.0,0.0,0.0
4106,pp23,1.0,51.0,4106.0,to,63.0,63.0,1.0,1.0,63.0
4107,pp23,1.0,51.0,4107.0,let,0.0,0.0,0.0,0.0,0.0
4108,pp23,1.0,51.0,4108.0,her,148.0,148.0,1.0,1.0,148.0
4109,pp23,1.0,51.0,4109.0,know,0.0,0.0,0.0,0.0,0.0
4110,pp23,1.0,51.0,4110.0,if,139.0,139.0,1.0,1.0,139.0
4111,pp23,1.0,51.0,4111.0,Mrs.,164.0,164.0,1.0,1.0,164.0
4112,pp23,1.0,51.0,4112.0,Inglethorp,141.0,141.0,1.0,1.0,141.0
4113,pp23,1.0,51.0,4113.0,should,0.0,0.0,0.0,0.0,0.0
4114,pp23,1.0,51.0,4114.0,show,209.0,209.0,1.0,2.0,209.0
4115,pp23,1.0,51.0,4115.0,any,62.0,62.0,1.0,1.0,62.0
4116,pp23,1.0,51.0,4116.0,wish,0.0,0.0,0.0,0.0,0.0
4117,pp23,1.0,51.0,4117.0,to,179.0,179.0,1.0,1.0,179.0
4118,pp23,1.0,51.0,4118.0,be,126.0,126.0,1.0,1.0,126.0
4119,pp23,1.0,51.0,4119.0,reconciled.,107.0,107.0,1.0,1.0,107.0
4120,pp23,1.0,52.0,4120.0,The,189.0,189.0,1.0,2.0,189.0
4121,pp23,1.0,52.0,4121.0,only,0.0,0.0,0.0,0.0,0.0
4122,pp23,1.0,52.0,4122.0,fly,76.0,76.0,1.0,1.0,76.0
4123,pp23,1.0,52.0,4123.0,in,143.0,143.0,1.0,1.0,143.0
4124,pp23,1.0,52.0,4124.0,the,0.0,0.0,0.0,0.0,0.0
4125,pp23,1.0,52.0,4125.0,ointment,169.0,169.0,1.0,1.0,169.0
4126,pp23,1.0,52.0,4126.0,of,21.0,21.0,1.0,1.0,21.0
4127,pp23,1.0,52.0,4127.0,my,212.0,212.0,1.0,1.0,212.0
4128,pp23,1.0,52.0,4128.0,peaceful,0.0,0.0,0.0,0.0,0.0
4129,pp23,1.0,52.0,4129.0,days,167.0,167.0,1.0,1.0,167.0
4130,pp23,1.0,52.0,4130.0,was,0.0,0.0,0.0,0.0,0.0
4131,pp23,1.0,52.0,4131.0,Mrs.,202.0,202.0,1.0,1.0,202.0
4132,pp23,1.0,52.0,4132.0,Cavendish's,80.0,80.0,1.0,1.0,80.0
4133,pp23,1.0,52.0,4133.0,"extraordinary,",278.0,278.0,1.0,1.0,278.0
4134,pp23,1.0,52.0,4134.0,"and,",0.0,0.0,0.0,0.0,0.0
4135,pp23,1.0,52.0,4135.0,for,79.0,79.0,1.0,1.0,79.0
4136,pp23,1.0,52.0,4136.0,my,164.0,164.0,1.0,1.0,164.0
4137,pp23,1.0,52.0,4137.0,"part,",0.0,0.0,0.0,0.0,0.0
4138,pp23,1.0,52.0,4138.0,unaccountable,217.0,217.0,1.0,1.0,217.0
4139,pp23,1.0,52.0,4139.0,preference,220.0,220.0,1.0,1.0,220.0
4140,pp23,1.0,52.0,4140.0,for,0.0,0.0,0.0,0.0,0.0
4141,pp23,1.0,52.0,4141.0,the,177.0,177.0,1.0,1.0,177.0
4142,pp23,1.0,52.0,4142.0,society,182.0,182.0,1.0,1.0,182.0
4143,pp23,1.0,52.0,4143.0,of,0.0,0.0,0.0,0.0,0.0
4144,pp23,1.0,52.0,4144.0,Dr.,0.0,0.0,0.0,0.0,0.0
4145,pp23,1.0,52.0,4145.0,Bauerstein.,121.0,252.0,2.0,2.0,292.0
4146,pp23,1.0,52.0,4146.0,What,0.0,0.0,0.0,0.0,0.0
4147,pp23,1.0,52.0,4147.0,she,169.0,169.0,1.0,1.0,169.0
4148,pp23,1.0,52.0,4148.0,saw,116.0,116.0,1.0,1.0,116.0
4149,pp23,1.0,52.0,4149.0,in,0.0,0.0,0.0,0.0,0.0
4150,pp23,1.0,52.0,4150.0,the,0.0,0.0,0.0,0.0,0.0
4151,pp23,1.0,52.0,4151.0,man,169.0,169.0,1.0,1.0,169.0
4152,pp23,1.0,52.0,4152.0,I,0.0,0.0,0.0,0.0,0.0
4153,pp23,1.0,52.0,4153.0,cannot,0.0,0.0,0.0,0.0,0.0
4154,pp23,1.0,52.0,4154.0,"imagine,",145.0,268.0,2.0,2.0,295.0
4155,pp23,1.0,52.0,4155.0,but,0.0,0.0,0.0,0.0,0.0
4156,pp23,1.0,52.0,4156.0,she,144.0,144.0,1.0,1.0,144.0
4157,pp23,1.0,52.0,4157.0,was,0.0,0.0,0.0,0.0,0.0
4158,pp23,1.0,52.0,4158.0,always,151.0,151.0,1.0,1.0,151.0
4159,pp23,1.0,52.0,4159.0,asking,107.0,107.0,1.0,1.0,107.0
4160,pp23,1.0,52.0,4160.0,him,0.0,0.0,0.0,0.0,0.0
4161,pp23,1.0,52.0,4161.0,up,238.0,238.0,1.0,1.0,238.0
4162,pp23,1.0,52.0,4162.0,to,105.0,105.0,1.0,2.0,105.0
4163,pp23,1.0,52.0,4163.0,the,138.0,138.0,1.0,1.0,138.0
4164,pp23,1.0,52.0,4164.0,"house,",0.0,0.0,0.0,0.0,0.0
4165,pp23,1.0,52.0,4165.0,and,0.0,0.0,0.0,0.0,0.0
4166,pp23,1.0,52.0,4166.0,often,219.0,219.0,1.0,1.0,219.0
4167,pp23,1.0,52.0,4167.0,went,0.0,0.0,0.0,0.0,0.0
4168,pp23,1.0,52.0,4168.0,off,143.0,143.0,1.0,1.0,143.0
4169,pp23,1.0,52.0,4169.0,for,0.0,0.0,0.0,0.0,0.0
4170,pp23,1.0,52.0,4170.0,long,168.0,168.0,1.0,1.0,168.0
4171,pp23,1.0,52.0,4171.0,expeditions,143.0,143.0,1.0,1.0,143.0
4172,pp23,1.0,52.0,4172.0,with,0.0,0.0,0.0,0.0,0.0
4173,pp23,1.0,52.0,4173.0,him.,190.0,190.0,1.0,1.0,190.0
4174,pp23,1.0,52.0,4174.0,I,0.0,0.0,0.0,0.0,0.0
4175,pp23,1.0,52.0,4175.0,must,114.0,114.0,1.0,1.0,114.0
4176,pp23,1.0,52.0,4176.0,confess,191.0,191.0,1.0,1.0,191.0
4177,pp23,1.0,52.0,4177.0,that,103.0,103.0,1.0,1.0,103.0
4178,pp23,1.0,52.0,4178.0,I,174.0,174.0,1.0,1.0,174.0
4179,pp23,1.0,52.0,4179.0,was,0.0,0.0,0.0,0.0,0.0
4180,pp23,1.0,52.0,4180.0,quite,134.0,134.0,1.0,1.0,134.0
4181,pp23,1.0,52.0,4181.0,unable,239.0,239.0,1.0,1.0,239.0
4182,pp23,1.0,52.0,4182.0,to,0.0,0.0,0.0,0.0,0.0
4183,pp23,1.0,52.0,4183.0,see,140.0,140.0,1.0,1.0,140.0
4184,pp23,1.0,52.0,4184.0,his,247.0,247.0,1.0,1.0,247.0
4185,pp23,1.0,52.0,4185.0,attraction.,107.0,107.0,1.0,1.0,107.0
4186,pp23,1.0,53.0,4186.0,The,184.0,184.0,1.0,1.0,184.0
4187,pp23,1.0,53.0,4187.0,16th,193.0,193.0,1.0,1.0,193.0
4188,pp23,1.0,53.0,4188.0,of,0.0,0.0,0.0,0.0,0.0
4189,pp23,1.0,53.0,4189.0,July,132.0,132.0,1.0,1.0,132.0
4190,pp23,1.0,53.0,4190.0,fell,155.0,155.0,1.0,1.0,155.0
4191,pp23,1.0,53.0,4191.0,on,0.0,0.0,0.0,0.0,0.0
4192,pp23,1.0,53.0,4192.0,a,134.0,134.0,1.0,1.0,134.0
4193,pp23,1.0,53.0,4193.0,Monday.,122.0,122.0,1.0,1.0,122.0
4194,pp23,1.0,53.0,4194.0,It,0.0,0.0,0.0,0.0,0.0
4195,pp23,1.0,53.0,4195.0,was,170.0,170.0,1.0,1.0,170.0
4196,pp23,1.0,53.0,4196.0,a,0.0,0.0,0.0,0.0,0.0
4197,pp23,1.0,53.0,4197.0,day,73.0,73.0,1.0,1.0,73.0
4198,pp23,1.0,53.0,4198.0,of,136.0,136.0,1.0,1.0,136.0
4199,pp23,1.0,53.0,4199.0,turmoil.,125.0,125.0,1.0,1.0,125.0
4200,pp23,1.0,53.0,4200.0,The,0.0,0.0,0.0,0.0,0.0
4201,pp23,1.0,53.0,4201.0,famous,154.0,154.0,1.0,1.0,154.0
4202,pp23,1.0,53.0,4202.0,bazaar,0.0,0.0,0.0,0.0,0.0
4203,pp23,1.0,53.0,4203.0,had,0.0,0.0,0.0,0.0,0.0
4204,pp23,1.0,53.0,4204.0,taken,213.0,213.0,1.0,1.0,213.0
4205,pp23,1.0,53.0,4205.0,place,121.0,121.0,1.0,2.0,121.0
4206,pp23,1.0,53.0,4206.0,on,0.0,0.0,0.0,0.0,0.0
4207,pp23,1.0,53.0,4207.0,"Saturday,",144.0,144.0,1.0,1.0,144.0
4208,pp23,1.0,53.0,4208.0,and,0.0,0.0,0.0,0.0,0.0
4209,pp23,1.0,53.0,4209.0,an,142.0,142.0,1.0,1.0,142.0
4210,pp23,1.0,53.0,4210.0,"entertainment,",132.0,132.0,1.0,1.0,132.0
4211,pp23,1.0,53.0,4211.0,in,209.0,209.0,1.0,1.0,209.0
4212,pp23,1.0,53.0,4212.0,connection,133.0,133.0,1.0,2.0,133.0
4213,pp23,1.0,53.0,4213.0,with,0.0,0.0,0.0,0.0,0.0
4214,pp23,1.0,53.0,4214.0,the,238.0,238.0,1.0,1.0,238.0
4215,pp23,1.0,53.0,4215.0,same,0.0,0.0,0.0,0.0,0.0
4216,pp23,1.0,53.0,4216.0,"charity,",117.0,234.0,2.0,2.0,270.0
4217,pp23,1.0,53.0,4217.0,at,0.0,0.0,0.0,0.0,0.0
4218,pp23,1.0,53.0,4218.0,which,122.0,263.0,2.0,2.0,286.0
4219,pp23,1.0,53.0,4219.0,Mrs.,126.0,126.0,1.0,1.0,126.0
4220,pp23,1.0,53.0,4220.0,Inglethorp,75.0,75.0,1.0,2.0,75.0
4221,pp23,1.0,53.0,4221.0,was,0.0,0.0,0.0,0.0,0.0
4222,pp23,1.0,53.0,4222.0,to,0.0,0.0,0.0,0.0,0.0
4223,pp23,1.0,53.0,4223.0,recite,204.0,204.0,1.0,1.0,204.0
4224,pp23,1.0,53.0,4224.0,a,0.0,0.0,0.0,0.0,0.0
4225,pp23,1.0,53.0,4225.0,War,191.0,191.0,1.0,1.0,191.0
4226,pp23,1.0,53.0,4226.0,"poem,",144.0,144.0,1.0,1.0,144.0
4227,pp23,1.0,53.0,4227.0,was,0.0,0.0,0.0,0.0,0.0
4228,pp23,1.0,53.0,4228.0,to,168.0,168.0,1.0,1.0,168.0
4229,pp23,1.0,53.0,4229.0,be,0.0,0.0,0.0,0.0,0.0
4230,pp23,1.0,53.0,4230.0,held,175.0,248.0,2.0,2.0,264.0
4231,pp23,1.0,53.0,4231.0,that,0.0,0.0,0.0,0.0,0.0
4232,pp23,1.0,53.0,4232.0,night.,772.0,772.0,1.0,2.0,772.0
4233,pp23,1.0,53.0,4233.0,We,180.0,180.0,1.0,1.0,180.0
4234,pp23,1.0,53.0,4234.0,were,190.0,190.0,1.0,1.0,190.0
4235,pp23,1.0,53.0,4235.0,all,0.0,0.0,0.0,0.0,0.0
4236,pp23,1.0,53.0,4236.0,busy,168.0,168.0,1.0,1.0,168.0
4237,pp23,1.0,53.0,4237.0,during,127.0,334.0,2.0,2.0,364.0
4238,pp23,1.0,53.0,4238.0,the,0.0,0.0,0.0,0.0,0.0
4239,pp23,1.0,53.0,4239.0,morning,173.0,173.0,1.0,1.0,173.0
4240,pp23,1.0,53.0,4240.0,arranging,231.0,231.0,1.0,1.0,231.0
4241,pp23,1.0,53.0,4241.0,and,0.0,0.0,0.0,0.0,0.0
4242,pp23,1.0,53.0,4242.0,decorating,316.0,316.0,1.0,1.0,316.0
4243,pp23,1.0,53.0,4243.0,the,180.0,180.0,1.0,1.0,180.0
4244,pp23,1.0,53.0,4244.0,Hall,103.0,103.0,1.0,1.0,103.0
4245,pp23,1.0,53.0,4245.0,in,0.0,0.0,0.0,0.0,0.0
4246,pp23,1.0,53.0,4246.0,the,295.0,295.0,1.0,1.0,295.0
4247,pp23,1.0,53.0,4247.0,village,98.0,98.0,1.0,1.0,98.0
4248,pp23,1.0,53.0,4248.0,where,360.0,360.0,1.0,1.0,360.0
4249,pp23,1.0,53.0,4249.0,it,0.0,0.0,0.0,0.0,0.0
4250,pp23,1.0,53.0,4250.0,was,160.0,160.0,1.0,1.0,160.0
4251,pp23,1.0,53.0,4251.0,to,0.0,0.0,0.0,0.0,0.0
4252,pp23,1.0,53.0,4252.0,take,199.0,199.0,1.0,1.0,199.0
4253,pp23,1.0,53.0,4253.0,place.,0.0,0.0,0.0,0.0,0.0
4254,pp23,1.0,53.0,4254.0,We,0.0,0.0,0.0,0.0,0.0
4255,pp23,1.0,53.0,4255.0,had,174.0,348.0,2.0,2.0,362.0
4256,pp23,1.0,53.0,4256.0,a,183.0,183.0,1.0,1.0,183.0
